Microsoft-Windows-DistributedCOM,Microsoft-Windows-Kernel-General,Microsoft-Windows-Winlogon,Microsoft-Windows-Ntfs,Microsoft-Windows-Power-Troubleshooter,Microsoft-Windows-WHEA-Logger,Microsoft-Windows-Kernel-Power,Microsoft-Windows-Time-Service,Microsoft-Windows-Kernel-Boot,rt640x64,Win32k,Microsoft-Windows-DNS-Client,Microsoft-Windows-WLAN-AutoConfig,Tcpip,EventLog,Microsoft-Windows-Kernel-Processor-Power,Microsoft-Windows-WindowsUpdateClient,Service Control Manager,Volsnap,User32,Microsoft-Windows-HttpEvent,McAfee Service Controller,Microsoft-Windows-TPM-WMI,Microsoft-Windows-FilterManager,NetBT,Microsoft-Windows-UserPnp,TPM,SmartByte Network Service,Microsoft-Windows-DHCPv6-Client,Microsoft-Windows-Dhcp-Client,Microsoft-Windows-UserModePowerService,Microsoft-Windows-Directory-Services-SAM,Microsoft-Windows-Wininit,MEIx64,Microsoft-Windows-Kernel-PnP,Microsoft-Windows-DriverFrameworks-UserMode,BTHUSB,Microsoft-Windows-NDIS,ACPI,Application Popup,Microsoft-Windows-TaskScheduler,Microsoft-Windows-WPDClassInstaller,Virtual Disk Service,Microsoft-Windows-GroupPolicy,Microsoft-Windows-Setup,Microsoft-Windows-SetupPlatform
5355,6717,1045,1238,526,1121,2741,867,2693,562,599,957,95,160,375,336,1055,1378,20,35,86,866,115,375,28,102,32,66,79,174,151,31,31,33,104,45,470,1,1,4,1,12,2,2,1,1
